split_run,batch,set,subject_id
20260809_183835,batch_008,train,P021343
20260809_183835,batch_008,train,P021772
20260809_183835,batch_008,train,P022222
20260809_183835,batch_008,train,P022384
20260809_183835,batch_008,train,P023918
20260809_183835,batch_008,train,P026562
20260809_183835,batch_008,train,T000094
20260809_183835,batch_008,train,T000272
20260809_183835,batch_008,train,T000461
20260809_183835,batch_008,train,T003745
20260809_183835,batch_008,train,T005507
20260809_183835,batch_008,train,T005643
20260809_183835,batch_008,train,T005999
20260809_183835,batch_008,train,T006266
20260809_183835,batch_008,train,T007404
20260809_183835,batch_008,train,T007748
20260809_183835,batch_008,train,T008025
20260809_183835,batch_008,train,T008246
20260809_183835,batch_008,train,T008631
20260809_183835,batch_008,train,T009275
20260809_183835,batch_008,train,T009280
20260809_183835,batch_008,train,T009717
20260809_183835,batch_008,train,T009909
20260809_183835,batch_008,train,T010520
20260809_183835,batch_008,train,T010532
20260809_183835,batch_008,train,T011454
20260809_183835,batch_008,train,T011676
20260809_183835,batch_008,train,T012121
20260809_183835,batch_008,train,T012138
20260809_183835,batch_008,train,T012312
20260809_183835,batch_008,train,T012374
20260809_183835,batch_008,train,T012389
20260809_183835,batch_008,train,T012983
20260809_183835,batch_008,train,T013832
20260809_183835,batch_008,train,T014575
20260809_183835,batch_008,train,T014800
20260809_183835,batch_008,train,T014801
20260809_183835,batch_008,train,T014806
20260809_183835,batch_008,train,T014827
20260809_183835,batch_008,train,T016234
20260809_183835,batch_008,train,T016548
20260809_183835,batch_008,train,T016811
20260809_183835,batch_008,train,T016812
20260809_183835,batch_008,train,T016834
20260809_183835,batch_008,train,T018343
20260809_183835,batch_008,train,T019850
20260809_183835,batch_008,train,T019852
20260809_183835,batch_008,train,T019853
20260809_183835,batch_008,train,T020231
20260809_183835,batch_008,train,T021076
20260809_183835,batch_008,train,T021613
20260809_183835,batch_008,train,T022883
20260809_183835,batch_008,train,T023390
20260809_183835,batch_008,train,T023909
20260809_183835,batch_008,train,T024121
20260809_183835,batch_008,train,T025415
20260809_183835,batch_008,test,E004071
20260809_183835,batch_008,test,E004934
20260809_183835,batch_008,test,E007303
20260809_183835,batch_008,test,E007980
20260809_183835,batch_008,test,E008437
20260809_183835,batch_008,test,E009020
20260809_183835,batch_008,test,E009667
20260809_183835,batch_008,test,E011459
20260809_183835,batch_008,test,E015991
20260809_183835,batch_008,test,E017715
20260809_183835,batch_008,test,E018574
20260809_183835,batch_008,test,E019160
20260809_183835,batch_008,test,E020682
20260809_183835,batch_008,test,E023535
20260809_183835,batch_008,test,E023681
20260809_183835,batch_008,test,E023705
20260809_183835,batch_008,test,E023839
20260809_183835,batch_008,test,E025671
20260809_183835,batch_008,test,E029796
20260809_183835,batch_008,test,E031941
20260809_183835,batch_008,test,E032745
20260809_183835,batch_008,test,P004113
20260809_183835,batch_008,test,P004847
20260809_183835,batch_008,test,P004946
20260809_183835,batch_008,test,P005342
20260809_183835,batch_008,test,P006035
20260809_183835,batch_008,test,P007550
20260809_183835,batch_008,test,P007649
20260809_183835,batch_008,test,P007857
20260809_183835,batch_008,test,P008939
20260809_183835,batch_008,test,P009746
20260809_183835,batch_008,test,P010096
20260809_183835,batch_008,test,P013454
20260809_183835,batch_008,test,P013823
20260809_183835,batch_008,test,P014605
20260809_183835,batch_008,test,P016497
20260809_183835,batch_008,test,P017255
20260809_183835,batch_008,test,P018832
20260809_183835,batch_008,test,P019222
20260809_183835,batch_008,test,P019475
20260809_183835,batch_008,test,P020631
20260809_183835,batch_008,test,P022130
20260809_183835,batch_008,test,T002534
20260809_183835,batch_008,test,T003353
20260809_183835,batch_008,test,T003355
20260809_183835,batch_008,test,T003950
20260809_183835,batch_008,test,T004341
20260809_183835,batch_008,test,T006288
20260809_183835,batch_008,test,T007750
20260809_183835,batch_008,test,T008247
20260809_183835,batch_008,test,T012977
20260809_183835,batch_008,test,T013431
20260809_183835,batch_008,test,T013828
20260809_183835,batch_008,test,T014197
20260809_183835,batch_008,test,T017394
20260809_183835,batch_008,test,T017419
20260809_183835,batch_008,test,T019021
20260809_183835,batch_008,test,T019031
20260809_183835,batch_008,test,T026211
20260809_183835,batch_008,test,T028029
20260809_183835,batch_008,test,T028183
20260809_183835,batch_008,test,T029687
20260809_183835,batch_008,test,T029922
20260809_183835,batch_009,train,E002338
20260809_183835,batch_009,train,E002473
20260809_183835,batch_009,train,E002681
20260809_183835,batch_009,train,E003393
20260809_183835,batch_009,train,E004071
20260809_183835,batch_009,train,E004080
20260809_183835,batch_009,train,E004781
20260809_183835,batch_009,train,E004934
20260809_183835,batch_009,train,E006871
20260809_183835,batch_009,train,E007303
20260809_183835,batch_009,train,E007743
20260809_183835,batch_009,train,E007980
20260809_183835,batch_009,train,E008241
20260809_183835,batch_009,train,E008437
20260809_183835,batch_009,train,E008643
20260809_183835,batch_009,train,E009020
20260809_183835,batch_009,train,E009667
20260809_183835,batch_009,train,E009676
20260809_183835,batch_009,train,E012115
20260809_183835,batch_009,train,E012393
20260809_183835,batch_009,train,E012678
20260809_183835,batch_009,train,E012971
20260809_183835,batch_009,train,E013394
20260809_183835,batch_009,train,E014953
20260809_183835,batch_009,train,E015208
20260809_183835,batch_009,train,E016444
20260809_183835,batch_009,train,E016681
20260809_183835,batch_009,train,E016870
20260809_183835,batch_009,train,E017049
20260809_183835,batch_009,train,E017715
20260809_183835,batch_009,train,E018421
20260809_183835,batch_009,train,E019160
20260809_183835,batch_009,train,E019187
20260809_183835,batch_009,train,E020682
20260809_183835,batch_009,train,E020781
20260809_183835,batch_009,train,E022083
20260809_183835,batch_009,train,E023681
20260809_183835,batch_009,train,E023705
20260809_183835,batch_009,train,E023839
20260809_183835,batch_009,train,E024646
20260809_183835,batch_009,train,E025912
20260809_183835,batch_009,train,E025921
20260809_183835,batch_009,train,E029310
20260809_183835,batch_009,train,E030828
20260809_183835,batch_009,train,E030933
20260809_183835,batch_009,train,E032745
20260809_183835,batch_009,train,E033036
20260809_183835,batch_009,train,E034324
20260809_183835,batch_009,train,P000648
20260809_183835,batch_009,train,P000675
20260809_183835,batch_009,train,P000756
20260809_183835,batch_009,train,P001307
20260809_183835,batch_009,train,P001363
20260809_183835,batch_009,train,P003191
20260809_183835,batch_009,train,P003435
20260809_183835,batch_009,train,P003558
20260809_183835,batch_009,train,P004113
20260809_183835,batch_009,train,P004230
20260809_183835,batch_009,train,P004847
20260809_183835,batch_009,train,P004946
20260809_183835,batch_009,train,P005135
20260809_183835,batch_009,train,P005279
20260809_183835,batch_009,train,P005558
20260809_183835,batch_009,train,P006035
20260809_183835,batch_009,train,P006862
20260809_183835,batch_009,train,P007649
20260809_183835,batch_009,train,P007857
20260809_183835,batch_009,train,P008119
20260809_183835,batch_009,train,P008543
20260809_183835,batch_009,train,P008579
20260809_183835,batch_009,train,P008633
20260809_183835,batch_009,train,P008939
20260809_183835,batch_009,train,P009291
20260809_183835,batch_009,train,P009746
20260809_183835,batch_009,train,P009880
20260809_183835,batch_009,train,P010313
20260809_183835,batch_009,train,P010936
20260809_183835,batch_009,train,P011108
20260809_183835,batch_009,train,P011207
20260809_183835,batch_009,train,P013960
20260809_183835,batch_009,train,P014605
20260809_183835,batch_009,train,P014839
20260809_183835,batch_009,train,P015163
20260809_183835,batch_009,train,P016497
20260809_183835,batch_009,train,P016574
20260809_183835,batch_009,train,P016803
20260809_183835,batch_009,train,P017255
20260809_183835,batch_009,train,P017743
20260809_183835,batch_009,train,P019475
20260809_183835,batch_009,train,P019854
20260809_183835,batch_009,train,P020604
20260809_183835,batch_009,train,P020799
20260809_183835,batch_009,train,P020861
20260809_183835,batch_009,train,P021343
20260809_183835,batch_009,train,P022384
20260809_183835,batch_009,train,P026562
20260809_183835,batch_009,train,T000094
20260809_183835,batch_009,train,T002534
20260809_183835,batch_009,train,T003353
20260809_183835,batch_009,train,T003355
20260809_183835,batch_009,train,T003745
20260809_183835,batch_009,train,T003950
20260809_183835,batch_009,train,T004341
20260809_183835,batch_009,train,T005507
20260809_183835,batch_009,train,T005643
20260809_183835,batch_009,train,T005999
20260809_183835,batch_009,train,T006266
20260809_183835,batch_009,train,T006288
20260809_183835,batch_009,train,T007748
20260809_183835,batch_009,train,T007750
20260809_183835,batch_009,train,T008025
20260809_183835,batch_009,train,T008246
20260809_183835,batch_009,train,T008247
20260809_183835,batch_009,train,T008631
20260809_183835,batch_009,train,T009275
20260809_183835,batch_009,train,T009280
20260809_183835,batch_009,train,T009717
20260809_183835,batch_009,train,T009909
20260809_183835,batch_009,train,T010520
20260809_183835,batch_009,train,T010532
20260809_183835,batch_009,train,T011676
20260809_183835,batch_009,train,T012121
20260809_183835,batch_009,train,T012138
20260809_183835,batch_009,train,T012312
20260809_183835,batch_009,train,T012374
20260809_183835,batch_009,train,T012389
20260809_183835,batch_009,train,T012977
20260809_183835,batch_009,train,T013828
20260809_183835,batch_009,train,T013832
20260809_183835,batch_009,train,T014197
20260809_183835,batch_009,train,T014575
20260809_183835,batch_009,train,T014806
20260809_183835,batch_009,train,T014827
20260809_183835,batch_009,train,T016234
20260809_183835,batch_009,train,T016548
20260809_183835,batch_009,train,T016812
20260809_183835,batch_009,train,T017394
20260809_183835,batch_009,train,T017419
20260809_183835,batch_009,train,T018343
20260809_183835,batch_009,train,T019031
20260809_183835,batch_009,train,T019852
20260809_183835,batch_009,train,T019853
20260809_183835,batch_009,train,T021613
20260809_183835,batch_009,train,T023390
20260809_183835,batch_009,train,T028183
20260809_183835,batch_009,train,T029922
20260809_183835,batch_009,test,E005804
20260809_183835,batch_009,test,E008357
20260809_183835,batch_009,test,E011183
20260809_183835,batch_009,test,E011459
20260809_183835,batch_009,test,E012124
20260809_183835,batch_009,test,E015378
20260809_183835,batch_009,test,E015991
20260809_183835,batch_009,test,E016148
20260809_183835,batch_009,test,E018574
20260809_183835,batch_009,test,E019349
20260809_183835,batch_009,test,E019793
20260809_183835,batch_009,test,E020808
20260809_183835,batch_009,test,E022960
20260809_183835,batch_009,test,E023535
20260809_183835,batch_009,test,E024240
20260809_183835,batch_009,test,E025671
20260809_183835,batch_009,test,E026343
20260809_183835,batch_009,test,E029796
20260809_183835,batch_009,test,E031941
20260809_183835,batch_009,test,E033156
20260809_183835,batch_009,test,E034885
20260809_183835,batch_009,test,P003173
20260809_183835,batch_009,test,P005342
20260809_183835,batch_009,test,P007550
20260809_183835,batch_009,test,P008723
20260809_183835,batch_009,test,P009219
20260809_183835,batch_009,test,P010096
20260809_183835,batch_009,test,P010322
20260809_183835,batch_009,test,P013454
20260809_183835,batch_009,test,P013701
20260809_183835,batch_009,test,P013823
20260809_183835,batch_009,test,P014713
20260809_183835,batch_009,test,P015091
20260809_183835,batch_009,test,P017671
20260809_183835,batch_009,test,P018832
20260809_183835,batch_009,test,P019222
20260809_183835,batch_009,test,P019980
20260809_183835,batch_009,test,P020631
20260809_183835,batch_009,test,P021772
20260809_183835,batch_009,test,P022130
20260809_183835,batch_009,test,P022222
20260809_183835,batch_009,test,P023918
20260809_183835,batch_009,test,T000272
20260809_183835,batch_009,test,T000461
20260809_183835,batch_009,test,T007404
20260809_183835,batch_009,test,T011454
20260809_183835,batch_009,test,T012983
20260809_183835,batch_009,test,T013431
20260809_183835,batch_009,test,T014800
20260809_183835,batch_009,test,T014801
20260809_183835,batch_009,test,T016811
20260809_183835,batch_009,test,T016834
20260809_183835,batch_009,test,T019021
20260809_183835,batch_009,test,T019850
20260809_183835,batch_009,test,T020231
20260809_183835,batch_009,test,T021076
20260809_183835,batch_009,test,T022883
20260809_183835,batch_009,test,T023909
20260809_183835,batch_009,test,T024121
20260809_183835,batch_009,test,T025415
20260809_183835,batch_009,test,T026211
20260809_183835,batch_009,test,T028029
20260809_183835,batch_009,test,T029687
20260809_183835,batch_010,train,E002338
20260809_183835,batch_010,train,E002473
20260809_183835,batch_010,train,E002681
20260809_183835,batch_010,train,E003393
20260809_183835,batch_010,train,E004071
20260809_183835,batch_010,train,E004080
20260809_183835,batch_010,train,E004781
20260809_183835,batch_010,train,E004934
20260809_183835,batch_010,train,E006871
20260809_183835,batch_010,train,E007303
20260809_183835,batch_010,train,E007743
20260809_183835,batch_010,train,E008241
20260809_183835,batch_010,train,E008437
20260809_183835,batch_010,train,E008643
20260809_183835,batch_010,train,E009020
20260809_183835,batch_010,train,E009667
20260809_183835,batch_010,train,E011459
20260809_183835,batch_010,train,E012124
20260809_183835,batch_010,train,E012678
20260809_183835,batch_010,train,E012971
20260809_183835,batch_010,train,E013394
20260809_183835,batch_010,train,E015208
20260809_183835,batch_010,train,E015378
20260809_183835,batch_010,train,E015991
20260809_183835,batch_010,train,E016444
20260809_183835,batch_010,train,E016681
20260809_183835,batch_010,train,E016870
20260809_183835,batch_010,train,E017049
20260809_183835,batch_010,train,E018421
20260809_183835,batch_010,train,E019187
20260809_183835,batch_010,train,E019349
20260809_183835,batch_010,train,E019793
20260809_183835,batch_010,train,E020682
20260809_183835,batch_010,train,E022083
20260809_183835,batch_010,train,E023839
20260809_183835,batch_010,train,E024646
20260809_183835,batch_010,train,E025912
20260809_183835,batch_010,train,E025921
20260809_183835,batch_010,train,E026343
20260809_183835,batch_010,train,E029310
20260809_183835,batch_010,train,E030828
20260809_183835,batch_010,train,E030933
20260809_183835,batch_010,train,E031941
20260809_183835,batch_010,train,E032745
20260809_183835,batch_010,train,E033036
20260809_183835,batch_010,train,E033156
20260809_183835,batch_010,train,E034324
20260809_183835,batch_010,train,E034885
20260809_183835,batch_010,train,P000648
20260809_183835,batch_010,train,P000675
20260809_183835,batch_010,train,P000756
20260809_183835,batch_010,train,P001307
20260809_183835,batch_010,train,P001363
20260809_183835,batch_010,train,P003191
20260809_183835,batch_010,train,P003435
20260809_183835,batch_010,train,P003558
20260809_183835,batch_010,train,P004113
20260809_183835,batch_010,train,P004847
20260809_183835,batch_010,train,P004946
20260809_183835,batch_010,train,P005279
20260809_183835,batch_010,train,P005342
20260809_183835,batch_010,train,P005558
20260809_183835,batch_010,train,P006035
20260809_183835,batch_010,train,P006862
20260809_183835,batch_010,train,P007550
20260809_183835,batch_010,train,P007857
20260809_183835,batch_010,train,P008543
20260809_183835,batch_010,train,P008579
20260809_183835,batch_010,train,P008723
20260809_183835,batch_010,train,P009746
20260809_183835,batch_010,train,P009880
20260809_183835,batch_010,train,P010096
20260809_183835,batch_010,train,P010313
20260809_183835,batch_010,train,P010322
20260809_183835,batch_010,train,P010936
20260809_183835,batch_010,train,P011207
20260809_183835,batch_010,train,P013823
20260809_183835,batch_010,train,P014605
20260809_183835,batch_010,train,P014839
20260809_183835,batch_010,train,P015091
20260809_183835,batch_010,train,P015163
20260809_183835,batch_010,train,P016497
20260809_183835,batch_010,train,P016803
20260809_183835,batch_010,train,P017255
20260809_183835,batch_010,train,P017671
20260809_183835,batch_010,train,P017743
20260809_183835,batch_010,train,P018832
20260809_183835,batch_010,train,P019475
20260809_183835,batch_010,train,P019854
20260809_183835,batch_010,train,P019980
20260809_183835,batch_010,train,P020861
20260809_183835,batch_010,train,P021772
20260809_183835,batch_010,train,P022130
20260809_183835,batch_010,train,P022222
20260809_183835,batch_010,train,P022384
20260809_183835,batch_010,train,P026562
20260809_183835,batch_010,train,T000094
20260809_183835,batch_010,train,T002534
20260809_183835,batch_010,train,T003353
20260809_183835,batch_010,train,T003355
20260809_183835,batch_010,train,T003745
20260809_183835,batch_010,train,T004341
20260809_183835,batch_010,train,T005507
20260809_183835,batch_010,train,T005643
20260809_183835,batch_010,train,T006266
20260809_183835,batch_010,train,T006288
20260809_183835,batch_010,train,T007750
20260809_183835,batch_010,train,T008246
20260809_183835,batch_010,train,T008247
20260809_183835,batch_010,train,T008631
20260809_183835,batch_010,train,T009275
20260809_183835,batch_010,train,T009280
20260809_183835,batch_010,train,T009717
20260809_183835,batch_010,train,T010520
20260809_183835,batch_010,train,T010532
20260809_183835,batch_010,train,T011454
20260809_183835,batch_010,train,T012138
20260809_183835,batch_010,train,T012374
20260809_183835,batch_010,train,T012389
20260809_183835,batch_010,train,T012977
20260809_183835,batch_010,train,T013431
20260809_183835,batch_010,train,T013828
20260809_183835,batch_010,train,T014575
20260809_183835,batch_010,train,T014800
20260809_183835,batch_010,train,T014806
20260809_183835,batch_010,train,T014827
20260809_183835,batch_010,train,T016548
20260809_183835,batch_010,train,T016834
20260809_183835,batch_010,train,T017394
20260809_183835,batch_010,train,T017419
20260809_183835,batch_010,train,T019021
20260809_183835,batch_010,train,T019850
20260809_183835,batch_010,train,T019852
20260809_183835,batch_010,train,T019853
20260809_183835,batch_010,train,T020231
20260809_183835,batch_010,train,T021076
20260809_183835,batch_010,train,T021613
20260809_183835,batch_010,train,T022883
20260809_183835,batch_010,train,T023909
20260809_183835,batch_010,train,T024121
20260809_183835,batch_010,train,T025415
20260809_183835,batch_010,train,T026211
20260809_183835,batch_010,train,T028029
20260809_183835,batch_010,train,T028183
20260809_183835,batch_010,train,T029687
20260809_183835,batch_010,train,T029922
20260809_183835,batch_010,test,E005804
20260809_183835,batch_010,test,E007980
20260809_183835,batch_010,test,E008357
20260809_183835,batch_010,test,E009676
20260809_183835,batch_010,test,E011183
20260809_183835,batch_010,test,E012115
20260809_183835,batch_010,test,E012393
20260809_183835,batch_010,test,E014953
20260809_183835,batch_010,test,E016148
20260809_183835,batch_010,test,E017715
20260809_183835,batch_010,test,E018574
20260809_183835,batch_010,test,E019160
20260809_183835,batch_010,test,E020781
20260809_183835,batch_010,test,E020808
20260809_183835,batch_010,test,E022960
20260809_183835,batch_010,test,E023535
20260809_183835,batch_010,test,E023681
20260809_183835,batch_010,test,E023705
20260809_183835,batch_010,test,E024240
20260809_183835,batch_010,test,E025671
20260809_183835,batch_010,test,E029796
20260809_183835,batch_010,test,P003173
20260809_183835,batch_010,test,P004230
20260809_183835,batch_010,test,P005135
20260809_183835,batch_010,test,P007649
20260809_183835,batch_010,test,P008119
20260809_183835,batch_010,test,P008633
20260809_183835,batch_010,test,P008939
20260809_183835,batch_010,test,P009219
20260809_183835,batch_010,test,P009291
20260809_183835,batch_010,test,P011108
20260809_183835,batch_010,test,P013454
20260809_183835,batch_010,test,P013701
20260809_183835,batch_010,test,P013960
20260809_183835,batch_010,test,P014713
20260809_183835,batch_010,test,P016574
20260809_183835,batch_010,test,P019222
20260809_183835,batch_010,test,P020604
20260809_183835,batch_010,test,P020631
20260809_183835,batch_010,test,P020799
20260809_183835,batch_010,test,P021343
20260809_183835,batch_010,test,P023918
20260809_183835,batch_010,test,T000272
20260809_183835,batch_010,test,T000461
20260809_183835,batch_010,test,T003950
20260809_183835,batch_010,test,T005999
20260809_183835,batch_010,test,T007404
20260809_183835,batch_010,test,T007748
20260809_183835,batch_010,test,T008025
20260809_183835,batch_010,test,T009909
20260809_183835,batch_010,test,T011676
20260809_183835,batch_010,test,T012121
20260809_183835,batch_010,test,T012312
20260809_183835,batch_010,test,T012983
20260809_183835,batch_010,test,T013832
20260809_183835,batch_010,test,T014197
20260809_183835,batch_010,test,T014801
20260809_183835,batch_010,test,T016234
20260809_183835,batch_010,test,T016811
20260809_183835,batch_010,test,T016812
20260809_183835,batch_010,test,T018343
20260809_183835,batch_010,test,T019031
20260809_183835,batch_010,test,T023390
20260809_183835,batch_011,train,E002338
20260809_183835,batch_011,train,E002473
20260809_183835,batch_011,train,E004071
20260809_183835,batch_011,train,E004080
20260809_183835,batch_011,train,E004781
20260809_183835,batch_011,train,E004934
20260809_183835,batch_011,train,E006871
20260809_183835,batch_011,train,E007303
20260809_183835,batch_011,train,E007743
20260809_183835,batch_011,train,E007980
20260809_183835,batch_011,train,E008357
20260809_183835,batch_011,train,E008437
20260809_183835,batch_011,train,E008643
20260809_183835,batch_011,train,E009020
20260809_183835,batch_011,train,E009676
20260809_183835,batch_011,train,E011183
20260809_183835,batch_011,train,E012115
20260809_183835,batch_011,train,E012124
20260809_183835,batch_011,train,E012393
20260809_183835,batch_011,train,E012678
20260809_183835,batch_011,train,E014953
20260809_183835,batch_011,train,E015208
20260809_183835,batch_011,train,E015378
20260809_183835,batch_011,train,E015991
20260809_183835,batch_011,train,E016148
20260809_183835,batch_011,train,E016444
20260809_183835,batch_011,train,E016681
20260809_183835,batch_011,train,E018574
20260809_183835,batch_011,train,E019160
20260809_183835,batch_011,train,E019187
20260809_183835,batch_011,train,E019349
20260809_183835,batch_011,train,E019793
20260809_183835,batch_011,train,E020781
20260809_183835,batch_011,train,E022083
20260809_183835,batch_011,train,E022960
20260809_183835,batch_011,train,E023535
20260809_183835,batch_011,train,E023681
20260809_183835,batch_011,train,E023705
20260809_183835,batch_011,train,E023839
20260809_183835,batch_011,train,E024240
20260809_183835,batch_011,train,E024646
20260809_183835,batch_011,train,E025671
20260809_183835,batch_011,train,E026343
20260809_183835,batch_011,train,E029796
20260809_183835,batch_011,train,E030828
20260809_183835,batch_011,train,E032745
20260809_183835,batch_011,train,E033036
20260809_183835,batch_011,train,E034324
20260809_183835,batch_011,train,P000648
20260809_183835,batch_011,train,P000675
20260809_183835,batch_011,train,P000756
20260809_183835,batch_011,train,P001307
20260809_183835,batch_011,train,P001363
20260809_183835,batch_011,train,P003173
20260809_183835,batch_011,train,P003191
20260809_183835,batch_011,train,P003435
20260809_183835,batch_011,train,P003558
20260809_183835,batch_011,train,P004113
20260809_183835,batch_011,train,P004847
20260809_183835,batch_011,train,P004946
20260809_183835,batch_011,train,P005342
20260809_183835,batch_011,train,P005558
20260809_183835,batch_011,train,P006035
20260809_183835,batch_011,train,P006862
20260809_183835,batch_011,train,P007550
20260809_183835,batch_011,train,P007649
20260809_183835,batch_011,train,P007857
20260809_183835,batch_011,train,P008119
20260809_183835,batch_011,train,P008543
20260809_183835,batch_011,train,P008579
20260809_183835,batch_011,train,P008723
20260809_183835,batch_011,train,P008939
20260809_183835,batch_011,train,P009219
20260809_183835,batch_011,train,P009746
20260809_183835,batch_011,train,P010313
20260809_183835,batch_011,train,P011108
20260809_183835,batch_011,train,P013701
20260809_183835,batch_011,train,P013823
20260809_183835,batch_011,train,P014605
20260809_183835,batch_011,train,P014839
20260809_183835,batch_011,train,P015163
20260809_183835,batch_011,train,P016497
20260809_183835,batch_011,train,P016574
20260809_183835,batch_011,train,P016803
20260809_183835,batch_011,train,P017255
20260809_183835,batch_011,train,P017671
20260809_183835,batch_011,train,P018832
20260809_183835,batch_011,train,P019222
20260809_183835,batch_011,train,P019475
20260809_183835,batch_011,train,P019980
20260809_183835,batch_011,train,P020604
20260809_183835,batch_011,train,P020631
20260809_183835,batch_011,train,P020799
20260809_183835,batch_011,train,P021772
20260809_183835,batch_011,train,P022130
20260809_183835,batch_011,train,P022222
20260809_183835,batch_011,train,T000094
20260809_183835,batch_011,train,T000461
20260809_183835,batch_011,train,T002534
20260809_183835,batch_011,train,T003353
20260809_183835,batch_011,train,T003950
20260809_183835,batch_011,train,T004341
20260809_183835,batch_011,train,T005507
20260809_183835,batch_011,train,T005643
20260809_183835,batch_011,train,T005999
20260809_183835,batch_011,train,T006288
20260809_183835,batch_011,train,T007404
20260809_183835,batch_011,train,T007750
20260809_183835,batch_011,train,T008025
20260809_183835,batch_011,train,T008247
20260809_183835,batch_011,train,T008631
20260809_183835,batch_011,train,T009275
20260809_183835,batch_011,train,T009280
20260809_183835,batch_011,train,T009717
20260809_183835,batch_011,train,T009909
20260809_183835,batch_011,train,T010520
20260809_183835,batch_011,train,T010532
20260809_183835,batch_011,train,T012121
20260809_183835,batch_011,train,T012138
20260809_183835,batch_011,train,T012312
20260809_183835,batch_011,train,T012374
20260809_183835,batch_011,train,T012389
20260809_183835,batch_011,train,T012977
20260809_183835,batch_011,train,T013431
20260809_183835,batch_011,train,T013828
20260809_183835,batch_011,train,T013832
20260809_183835,batch_011,train,T014575
20260809_183835,batch_011,train,T014800
20260809_183835,batch_011,train,T014801
20260809_183835,batch_011,train,T014806
20260809_183835,batch_011,train,T016812
20260809_183835,batch_011,train,T016834
20260809_183835,batch_011,train,T019021
20260809_183835,batch_011,train,T019850
20260809_183835,batch_011,train,T019852
20260809_183835,batch_011,train,T019853
20260809_183835,batch_011,train,T020231
20260809_183835,batch_011,train,T021613
20260809_183835,batch_011,train,T022883
20260809_183835,batch_011,train,T023390
20260809_183835,batch_011,train,T024121
20260809_183835,batch_011,train,T026211
20260809_183835,batch_011,train,T028029
20260809_183835,batch_011,train,T028183
20260809_183835,batch_011,train,T029687
20260809_183835,batch_011,train,T029922
20260809_183835,batch_011,test,E002681
20260809_183835,batch_011,test,E003393
20260809_183835,batch_011,test,E005804
20260809_183835,batch_011,test,E008241
20260809_183835,batch_011,test,E009667
20260809_183835,batch_011,test,E011459
20260809_183835,batch_011,test,E012971
20260809_183835,batch_011,test,E013394
20260809_183835,batch_011,test,E016870
20260809_183835,batch_011,test,E017049
20260809_183835,batch_011,test,E017715
20260809_183835,batch_011,test,E018421
20260809_183835,batch_011,test,E020682
20260809_183835,batch_011,test,E020808
20260809_183835,batch_011,test,E025912
20260809_183835,batch_011,test,E025921
20260809_183835,batch_011,test,E029310
20260809_183835,batch_011,test,E030933
20260809_183835,batch_011,test,E031941
20260809_183835,batch_011,test,E033156
20260809_183835,batch_011,test,E034885
20260809_183835,batch_011,test,P004230
20260809_183835,batch_011,test,P005135
20260809_183835,batch_011,test,P005279
20260809_183835,batch_011,test,P008633
20260809_183835,batch_011,test,P009291
20260809_183835,batch_011,test,P009880
20260809_183835,batch_011,test,P010096
20260809_183835,batch_011,test,P010322
20260809_183835,batch_011,test,P010936
20260809_183835,batch_011,test,P011207
20260809_183835,batch_011,test,P013454
20260809_183835,batch_011,test,P013960
20260809_183835,batch_011,test,P014713
20260809_183835,batch_011,test,P015091
20260809_183835,batch_011,test,P017743
20260809_183835,batch_011,test,P019854
20260809_183835,batch_011,test,P020861
20260809_183835,batch_011,test,P021343
20260809_183835,batch_011,test,P022384
20260809_183835,batch_011,test,P023918
20260809_183835,batch_011,test,P026562
20260809_183835,batch_011,test,T000272
20260809_183835,batch_011,test,T003355
20260809_183835,batch_011,test,T003745
20260809_183835,batch_011,test,T006266
20260809_183835,batch_011,test,T007748
20260809_183835,batch_011,test,T008246
20260809_183835,batch_011,test,T011454
20260809_183835,batch_011,test,T011676
20260809_183835,batch_011,test,T012983
20260809_183835,batch_011,test,T014197
20260809_183835,batch_011,test,T014827
20260809_183835,batch_011,test,T016234
20260809_183835,batch_011,test,T016548
20260809_183835,batch_011,test,T016811
20260809_183835,batch_011,test,T017394
20260809_183835,batch_011,test,T017419
20260809_183835,batch_011,test,T018343
20260809_183835,batch_011,test,T019031
20260809_183835,batch_011,test,T021076
20260809_183835,batch_011,test,T023909
20260809_183835,batch_011,test,T025415
20260809_183835,batch_012,train,E002338
20260809_183835,batch_012,train,E002473
20260809_183835,batch_012,train,E004071
20260809_183835,batch_012,train,E004080
20260809_183835,batch_012,train,E004781
20260809_183835,batch_012,train,E004934
20260809_183835,batch_012,train,E005804
20260809_183835,batch_012,train,E006871
20260809_183835,batch_012,train,E007743
20260809_183835,batch_012,train,E007980
20260809_183835,batch_012,train,E008437
20260809_183835,batch_012,train,E009020
20260809_183835,batch_012,train,E009667
20260809_183835,batch_012,train,E009676
20260809_183835,batch_012,train,E012115
20260809_183835,batch_012,train,E012124
20260809_183835,batch_012,train,E012393
20260809_183835,batch_012,train,E012678
20260809_183835,batch_012,train,E012971
20260809_183835,batch_012,train,E013394
20260809_183835,batch_012,train,E015378
20260809_183835,batch_012,train,E015991
20260809_183835,batch_012,train,E016681
20260809_183835,batch_012,train,E016870
20260809_183835,batch_012,train,E017049
20260809_183835,batch_012,train,E018421
20260809_183835,batch_012,train,E018574
20260809_183835,batch_012,train,E019160
20260809_183835,batch_012,train,E019349
20260809_183835,batch_012,train,E019793
20260809_183835,batch_012,train,E020781
